data_careerId,featured,providerName,updatedAt,resource_tag
63e53d483f747a7a197b9896,"Cabinet for Health and Family Services offers access to Family Assistance, Wellness, Medical, and Personal Records.",Team Kentucky,2024-11-22T03:31:01Z,financial
63e53d483f747a7a197b9896,"Cabinet for Health and Family Services offers access to Family Assistance, Wellness, Medical, and Personal Records.",Team Kentucky,2024-11-22T03:31:01Z,education
63e53d483f747a7a197b9896,"Cabinet for Health and Family Services offers access to Family Assistance, Wellness, Medical, and Personal Records.",Team Kentucky,2024-11-22T03:31:01Z,employment services
63e53d483f747a7a197b9896,"Cabinet for Health and Family Services offers access to Family Assistance, Wellness, Medical, and Personal Records.",Team Kentucky,2024-11-22T03:31:01Z,housing
63e53d483f747a7a197b9896,"Cabinet for Health and Family Services offers access to Family Assistance, Wellness, Medical, and Personal Records.",Team Kentucky,2024-11-22T03:31:01Z,life resources
63e53d483f747a7a197b9896,"Cabinet for Health and Family Services offers access to Family Assistance, Wellness, Medical, and Personal Records.",Team Kentucky,2024-11-22T03:31:01Z,medical
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,disabled
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,food
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,financial
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,young adults
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,housing
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,LGBTQIA+
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,seniors
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,childcare
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,legal
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,medical
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,transportation
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,employment services
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,veterans
63e53d493f747a7a197b9898,"Search by location to find financial assistance, food, medical care, and other free or reduced-cost help.",findhelp.org,2024-02-15T03:24:35Z,education
640a22310e1a928eb28f76b6,Get inspired in your career journey with these stories from real SkillUp users!,SkillUp,2024-11-22T03:25:11Z,worker stories
64235c627c3291cfa0c7acd8,"Free learning resources including email skills, office, social media, excel, and much more!",GCF Global,2024-11-22T03:12:43Z,education
64235c627c3291cfa0c7acd8,"Free learning resources including email skills, office, social media, excel, and much more!",GCF Global,2024-11-22T03:12:43Z,life resources
64235c627c3291cfa0c7ace0,"There are more than 1,100 local United Ways around the world. Find yours to gain education, economic mobility, and access to health.",United Way,2024-02-15T03:25:45Z,housing
64235c627c3291cfa0c7ace0,"There are more than 1,100 local United Ways around the world. Find yours to gain education, economic mobility, and access to health.",United Way,2024-02-15T03:25:45Z,food
64235c627c3291cfa0c7ace0,"There are more than 1,100 local United Ways around the world. Find yours to gain education, economic mobility, and access to health.",United Way,2024-02-15T03:25:45Z,medical
64235c637c3291cfa0c7acf0,"Find help with benefits, employment, housing, health and much more!",Nevada Departments of Veteran Services,2024-11-22T03:21:11Z,veterans
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,career support
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,job search
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,life resources
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,veterans
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,supplies
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,medical
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,food
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,seniors
64235c647c3291cfa0c7acf8,"Access various organizations throughout rural Nevada that are designed to help everyone live their fullest, most independent life.",Norther Nevada Center for Independent Living,2024-11-22T03:21:33Z,housing
64235c657c3291cfa0c7ad00,"Need help accessing food assistance? Find the closest food bank, food pantry or soup kitchen near you by clicking on your state!",FreeFood.Org,2023-12-20T04:19:07Z,food
64235c677c3291cfa0c7ad10,"Find help locating housing, utility bill assistance, legal resources, disaster recovery and much more.",LAHousingSearch.Org,2024-11-22T03:18:44Z,housing
64235c677c3291cfa0c7ad10,"Find help locating housing, utility bill assistance, legal resources, disaster recovery and much more.",LAHousingSearch.Org,2024-11-22T03:18:44Z,financial
64235c677c3291cfa0c7ad10,"Find help locating housing, utility bill assistance, legal resources, disaster recovery and much more.",LAHousingSearch.Org,2024-11-22T03:18:44Z,life resources
64235c677c3291cfa0c7ad18,"LA Healthcare Connections provides support,  forms, guidelines, helpful links, and training.",LA Healthcare Connections,2024-11-22T03:18:28Z,life resources
64235c677c3291cfa0c7ad18,"LA Healthcare Connections provides support,  forms, guidelines, helpful links, and training.",LA Healthcare Connections,2024-11-22T03:18:28Z,medical
64235c697c3291cfa0c7ad29,The living wage calculator estimates the cost of living in your community or region.,Living Wage,2024-11-22T03:19:26Z,life resources
64235c697c3291cfa0c7ad29,The living wage calculator estimates the cost of living in your community or region.,Living Wage,2024-11-22T03:19:26Z,education
64235c697c3291cfa0c7ad29,The living wage calculator estimates the cost of living in your community or region.,Living Wage,2024-11-22T03:19:26Z,job search
64235c697c3291cfa0c7ad29,The living wage calculator estimates the cost of living in your community or region.,Living Wage,2024-11-22T03:19:26Z,career support
64235c6b7c3291cfa0c7ad41,"Grow with Google offers you tips and advice to help you grow your skills, career, or business.",Grow with Google,2024-11-22T03:16:27Z,job search
64235c6b7c3291cfa0c7ad41,"Grow with Google offers you tips and advice to help you grow your skills, career, or business.",Grow with Google,2024-11-22T03:16:27Z,career support
64235c6b7c3291cfa0c7ad41,"Grow with Google offers you tips and advice to help you grow your skills, career, or business.",Grow with Google,2024-11-22T03:16:27Z,life resources
64235c6b7c3291cfa0c7ad41,"Grow with Google offers you tips and advice to help you grow your skills, career, or business.",Grow with Google,2024-11-22T03:16:27Z,education
64235c6c7c3291cfa0c7ad49,Resumes are different depending on the job you apply for. Access free resume-building tools.,Lightcast,2023-12-20T04:19:07Z,job search
64235c6c7c3291cfa0c7ad49,Resumes are different depending on the job you apply for. Access free resume-building tools.,Lightcast,2023-12-20T04:19:07Z,education
64235c747c3291cfa0c7ad99,"PCs for People offers refurbished desktops, laptops, and internet to individuals and nonprofits.",pc's for people,2023-12-20T04:19:07Z,internet
64235c747c3291cfa0c7ad99,"PCs for People offers refurbished desktops, laptops, and internet to individuals and nonprofits.",pc's for people,2023-12-20T04:19:07Z,financial
64235c767c3291cfa0c7ada9,"EveryoneOn connects communities to affordable internet, computers, and digital skills training.",EveryoneOn,2023-12-20T04:19:07Z,internet
64235c767c3291cfa0c7ada9,"EveryoneOn connects communities to affordable internet, computers, and digital skills training.",EveryoneOn,2023-12-20T04:19:07Z,financial
64235c777c3291cfa0c7adb9,Have questions about how to navigate unemployment? Jobcase is here to help.,Jobcase,2024-11-22T03:18:05Z,employment services
64235c777c3291cfa0c7adb9,Have questions about how to navigate unemployment? Jobcase is here to help.,Jobcase,2024-11-22T03:18:05Z,financial
64235c777c3291cfa0c7adb9,Have questions about how to navigate unemployment? Jobcase is here to help.,Jobcase,2024-11-22T03:18:05Z,career support
64235c777c3291cfa0c7adb9,Have questions about how to navigate unemployment? Jobcase is here to help.,Jobcase,2024-11-22T03:18:05Z,life resources
64235c797c3291cfa0c7adca,"Whether you are looking for a new job, exploring how to grow your career, or looking to learn new skills, Goodwill can help.
",Goodwill,2024-03-08T22:35:18Z,employment services
64235c797c3291cfa0c7adca,"Whether you are looking for a new job, exploring how to grow your career, or looking to learn new skills, Goodwill can help.
",Goodwill,2024-03-08T22:35:18Z,disabled
64235c797c3291cfa0c7adca,"Whether you are looking for a new job, exploring how to grow your career, or looking to learn new skills, Goodwill can help.
",Goodwill,2024-03-08T22:35:18Z,coaching
64235c797c3291cfa0c7adca,"Whether you are looking for a new job, exploring how to grow your career, or looking to learn new skills, Goodwill can help.
",Goodwill,2024-03-08T22:35:18Z,job search
64235c797c3291cfa0c7adca,"Whether you are looking for a new job, exploring how to grow your career, or looking to learn new skills, Goodwill can help.
",Goodwill,2024-03-08T22:35:18Z,education
64235c7b7c3291cfa0c7adda,The Night Ministry offers support to unhoused persons or adults experiencing poverty.,The Night Ministry,2024-11-22T03:32:01Z,housing
64235c7b7c3291cfa0c7adda,The Night Ministry offers support to unhoused persons or adults experiencing poverty.,The Night Ministry,2024-11-22T03:32:01Z,LGBTQIA+
64235c7b7c3291cfa0c7adda,The Night Ministry offers support to unhoused persons or adults experiencing poverty.,The Night Ministry,2024-11-22T03:32:01Z,life resources
64235c7b7c3291cfa0c7adda,The Night Ministry offers support to unhoused persons or adults experiencing poverty.,The Night Ministry,2024-11-22T03:32:01Z,food
64235c7b7c3291cfa0c7adda,The Night Ministry offers support to unhoused persons or adults experiencing poverty.,The Night Ministry,2024-11-22T03:32:01Z,young adults
64235c7b7c3291cfa0c7adda,The Night Ministry offers support to unhoused persons or adults experiencing poverty.,The Night Ministry,2024-11-22T03:32:01Z,seniors
64235c7b7c3291cfa0c7adda,The Night Ministry offers support to unhoused persons or adults experiencing poverty.,The Night Ministry,2024-11-22T03:32:01Z,medical
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,life resources
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,veterans
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,education
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,medical
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,disabled
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,career support
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,LGBTQIA+
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,2nd chance
64235c7c7c3291cfa0c7ade2,Chicago resource hub offers reliable information on social service organizations and free community resources for those in need of assistance.,Peace Hub,2024-11-22T03:23:36Z,employment services
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,food
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,young adults
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,housing
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,career support
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,legal
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,LGBTQIA+
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,medical
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,life resources
64235c7c7c3291cfa0c7adea,"StreetLight Chicago provides young adults between the ages of 16 and 24, information on finding a place to stay, food, healthcare and much more.",Streetlight Chicago,2024-11-22T03:30:38Z,employment services
64235c7e7c3291cfa0c7adf2,​Claretian Associates helps Chicago communities with affordable housing and vital services.,Claretian Associates Building Community in Chicago,2024-11-22T03:04:30Z,employment services
64235c7e7c3291cfa0c7adf2,​Claretian Associates helps Chicago communities with affordable housing and vital services.,Claretian Associates Building Community in Chicago,2024-11-22T03:04:30Z,life resources
64235c7e7c3291cfa0c7adf2,​Claretian Associates helps Chicago communities with affordable housing and vital services.,Claretian Associates Building Community in Chicago,2024-11-22T03:04:30Z,education
64235c7e7c3291cfa0c7adf2,​Claretian Associates helps Chicago communities with affordable housing and vital services.,Claretian Associates Building Community in Chicago,2024-11-22T03:04:30Z,career support
64235c7e7c3291cfa0c7adf2,​Claretian Associates helps Chicago communities with affordable housing and vital services.,Claretian Associates Building Community in Chicago,2024-11-22T03:04:30Z,financial
64235c7e7c3291cfa0c7adf2,​Claretian Associates helps Chicago communities with affordable housing and vital services.,Claretian Associates Building Community in Chicago,2024-11-22T03:04:30Z,housing
64235c7f7c3291cfa0c7adfa,"Habitat Chicago helps the community obtain affordable homeownership, support, home care education and various service resources.",Habitat for Humanity Chicago,2024-11-22T03:16:38Z,life resources
64235c7f7c3291cfa0c7adfa,"Habitat Chicago helps the community obtain affordable homeownership, support, home care education and various service resources.",Habitat for Humanity Chicago,2024-11-22T03:16:38Z,housing
64235c7f7c3291cfa0c7adfa,"Habitat Chicago helps the community obtain affordable homeownership, support, home care education and various service resources.",Habitat for Humanity Chicago,2024-11-22T03:16:38Z,financial
64235c7f7c3291cfa0c7adfa,"Habitat Chicago helps the community obtain affordable homeownership, support, home care education and various service resources.",Habitat for Humanity Chicago,2024-11-22T03:16:38Z,legal
64235c7f7c3291cfa0c7adfa,"Habitat Chicago helps the community obtain affordable homeownership, support, home care education and various service resources.",Habitat for Humanity Chicago,2024-11-22T03:16:38Z,veterans
64235c807c3291cfa0c7ae0a,"The RTA manages reduced fare and ride-free applications, replacements, and renewals.",Regional Transportation Authority,2024-11-22T03:23:53Z,transportation
64235c807c3291cfa0c7ae0a,"The RTA manages reduced fare and ride-free applications, replacements, and renewals.",Regional Transportation Authority,2024-11-22T03:23:53Z,life resources
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,food
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,life resources
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,employment services
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,transportation
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,veterans
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,LGBTQIA+
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,seniors
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,young adults
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,medical
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,housing
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,legal
6476949f3fc2cbeb3881d5eb,"Access resources such as employment services, food, medical and more.",Denver Public Library,2024-11-22T03:08:02Z,career support
647694a23fc2cbeb3881d603,"Access an extensive resource list of employment services, medical assistance, food, and more.",Denver Voice,2024-11-22T03:08:13Z,medical
647694a23fc2cbeb3881d603,"Access an extensive resource list of employment services, medical assistance, food, and more.",Denver Voice,2024-11-22T03:08:13Z,employment services
647694a23fc2cbeb3881d603,"Access an extensive resource list of employment services, medical assistance, food, and more.",Denver Voice,2024-11-22T03:08:13Z,life resources
647694a23fc2cbeb3881d603,"Access an extensive resource list of employment services, medical assistance, food, and more.",Denver Voice,2024-11-22T03:08:13Z,career support
647694a23fc2cbeb3881d603,"Access an extensive resource list of employment services, medical assistance, food, and more.",Denver Voice,2024-11-22T03:08:13Z,internet
647694a23fc2cbeb3881d603,"Access an extensive resource list of employment services, medical assistance, food, and more.",Denver Voice,2024-11-22T03:08:13Z,food
647694a23fc2cbeb3881d603,"Access an extensive resource list of employment services, medical assistance, food, and more.",Denver Voice,2024-11-22T03:08:13Z,coaching
647694a33fc2cbeb3881d60b,Find apprenticeship opportunities in Denver!,Denver Metro Chamber of Commerce,2024-11-22T03:07:48Z,job search
647694a33fc2cbeb3881d60b,Find apprenticeship opportunities in Denver!,Denver Metro Chamber of Commerce,2024-11-22T03:07:48Z,employment services
647694a33fc2cbeb3881d60b,Find apprenticeship opportunities in Denver!,Denver Metro Chamber of Commerce,2024-11-22T03:07:48Z,career support
6493f087a96b2571ac887dd5,Learn how to use our My Path experience to help you in your career journey!,SkillUp,2024-11-22T03:25:45Z,education
6493f087a96b2571ac887dd5,Learn how to use our My Path experience to help you in your career journey!,SkillUp,2024-11-22T03:25:45Z,career support
6493f087a96b2571ac887dd5,Learn how to use our My Path experience to help you in your career journey!,SkillUp,2024-11-22T03:25:45Z,job search
6493f087a96b2571ac887dd5,Learn how to use our My Path experience to help you in your career journey!,SkillUp,2024-11-22T03:25:45Z,life resources
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,financial
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,transportation
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,veterans
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,clothing
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,career support
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,education
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,food
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,life resources
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,coaching
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,medical
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,job search
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,housing
64c97e1cd590f3086430d46f,Find resources available to you through United Way.,United Way Atlanta,2024-11-22T03:32:37Z,legal
64c97e1ed590f3086430d485,This resource is a faith-based environment that helps individuals and families transition out of crisis.,City of Refuge,2024-11-22T03:04:03Z,housing
64c97e1ed590f3086430d485,This resource is a faith-based environment that helps individuals and families transition out of crisis.,City of Refuge,2024-11-22T03:04:03Z,career support
64c97e1ed590f3086430d485,This resource is a faith-based environment that helps individuals and families transition out of crisis.,City of Refuge,2024-11-22T03:04:03Z,employment services
64c97e1ed590f3086430d485,This resource is a faith-based environment that helps individuals and families transition out of crisis.,City of Refuge,2024-11-22T03:04:03Z,education
64c97e1ed590f3086430d485,This resource is a faith-based environment that helps individuals and families transition out of crisis.,City of Refuge,2024-11-22T03:04:03Z,food
64c97e1ed590f3086430d485,This resource is a faith-based environment that helps individuals and families transition out of crisis.,City of Refuge,2024-11-22T03:04:03Z,life resources
64c97e1ed590f3086430d485,This resource is a faith-based environment that helps individuals and families transition out of crisis.,City of Refuge,2024-11-22T03:04:03Z,clothing
64c97e21d590f3086430d490,This is a faith-based resource providing resources to end homelessness,Atlanta Mission,2024-11-22T02:51:08Z,food
64c97e21d590f3086430d490,This is a faith-based resource providing resources to end homelessness,Atlanta Mission,2024-11-22T02:51:08Z,housing
64c97e21d590f3086430d490,This is a faith-based resource providing resources to end homelessness,Atlanta Mission,2024-11-22T02:51:08Z,life resources
64c97e21d590f3086430d490,This is a faith-based resource providing resources to end homelessness,Atlanta Mission,2024-11-22T02:51:08Z,education
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,medical
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,seniors
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,housing
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,clothing
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,food
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,transportation
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,employment services
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,childcare
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,career support
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,veterans
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,financial
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,life resources
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,disabled
6513343c1f5a6081891b1050,Find information about social service and human services agencies.,Alliance Credit Counseling,2024-11-22T02:50:17Z,young adults
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,housing
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,food
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,seniors
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,financial
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,young adults
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,childcare
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,medical
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,transportation
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,employment services
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,veterans
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,clothing
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,career support
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,disabled
651334401f5a6081891b1058,Get connected to the specific resources you need.,Families Forward Charlotte,2024-11-22T03:11:29Z,life resources
651334421f5a6081891b1060,"Access information, services and programs for children, teens and adults.",Charlotte Mecklenburg Library,2024-11-22T03:03:08Z,young adults
651334421f5a6081891b1060,"Access information, services and programs for children, teens and adults.",Charlotte Mecklenburg Library,2024-11-22T03:03:08Z,job search
651334421f5a6081891b1060,"Access information, services and programs for children, teens and adults.",Charlotte Mecklenburg Library,2024-11-22T03:03:08Z,internet
651334421f5a6081891b1060,"Access information, services and programs for children, teens and adults.",Charlotte Mecklenburg Library,2024-11-22T03:03:08Z,career support
651334421f5a6081891b1060,"Access information, services and programs for children, teens and adults.",Charlotte Mecklenburg Library,2024-11-22T03:03:08Z,employment services
651334421f5a6081891b1060,"Access information, services and programs for children, teens and adults.",Charlotte Mecklenburg Library,2024-11-22T03:03:08Z,education
651334421f5a6081891b1060,"Access information, services and programs for children, teens and adults.",Charlotte Mecklenburg Library,2024-11-22T03:03:08Z,life resources
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,seniors
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,transportation
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,financial
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,housing
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,medical
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,childcare
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,veterans
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,supplies
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,disabled
651334451f5a6081891b1068,Find assistance to support your life needs.,State of North Carolina,2024-11-22T03:30:28Z,job search
