WPA_id,new_job,skillup_find_new_job,match_count,target
WPA_35492,1,0,3,0
WPA_35503,1,0,4,0
WPA_35572,1,0,1,0
WPA_35591,1,0,4,0
WPA_35620,1,0,5,0
WPA_35058,1,0,5,0
WPA_35059,1,0,2,0
WPA_35060,1,0,6,0
WPA_35064,1,0,2,0
WPA_35102,1,0,4,0
WPA_35123,1,0,4,0
WPA_35168,1,0,1,0
WPA_35221,1,0,6,0
WPA_34578,1,0,5,0
WPA_34688,1,0,5,0
WPA_34712,1,0,4,0
WPA_34734,1,0,6,0
WPA_34825,1,0,5,0
WPA_34894,1,0,4,0
WPA_34987,1,0,5,0
WPA_34991,1,0,4,0
WPA_37198,1,0,6,0
WPA_37205,1,0,4,0
WPA_37214,1,0,3,0
WPA_37265,1,0,4,0
WPA_37274,1,0,3,0
WPA_37323,1,0,3,0
WPA_37332,1,0,2,0
WPA_37351,1,0,6,0
WPA_36807,1,0,2,0
WPA_36808,1,0,5,0
WPA_36903,1,0,3,0
WPA_36922,1,0,2,0
WPA_36951,1,0,3,0
WPA_37065,1,1,0,0
WPA_37144,1,0,6,0
WPA_37168,1,0,3,0
WPA_36452,1,0,3,0
WPA_36571,1,0,3,0
WPA_36695,1,0,5,0
WPA_36707,1,0,5,0
WPA_36716,1,0,6,0
WPA_36761,1,0,4,0
WPA_36775,1,0,3,0
WPA_36802,1,0,6,0
WPA_36045,1,0,3,0
WPA_36064,1,0,5,0
WPA_36146,1,0,3,0
WPA_36173,1,0,6,0
WPA_36181,1,0,3,0
WPA_36344,1,0,5,0
WPA_36353,1,0,5,0
WPA_36378,1,0,4,0
WPA_11818,1,0,4,0
WPA_11829,1,0,4,0
WPA_11950,1,0,4,0
WPA_11993,1,0,4,0
WPA_12123,1,0,4,0
WPA_12179,1,0,2,0
WPA_12312,1,0,3,0
WPA_12351,1,0,4,0
WPA_38102,1,0,5,0
WPA_38145,1,0,3,0
WPA_38147,1,0,3,0
WPA_11578,1,0,4,0
WPA_11647,1,0,3,0
WPA_11739,1,0,4,0
WPA_11774,1,0,4,0
WPA_11789,1,0,3,0
WPA_37863,1,0,2,0
WPA_37870,1,0,1,0
WPA_37888,1,0,3,0
WPA_38013,1,0,4,0
WPA_38026,1,0,0,0
WPA_38035,1,0,5,0
WPA_38087,1,0,3,0
WPA_38098,1,0,4,0
WPA_37422,1,0,5,0
WPA_37604,1,0,1,0
WPA_37613,1,0,3,0
WPA_37643,1,0,3,0
WPA_37719,1,0,0,0
WPA_37768,1,0,1,0
WPA_37800,1,0,1,0
WPA_37842,1,0,2,0
WPA_38689,1,0,0,0
WPA_38698,1,0,3,0
WPA_38744,1,0,5,0
WPA_38800,1,0,3,0
WPA_38802,1,0,2,0
WPA_38843,1,0,1,0
WPA_38895,1,0,6,0
WPA_38956,1,0,4,0
WPA_13452,1,0,3,0
WPA_13479,1,0,3,0
WPA_38197,1,0,5,0
WPA_38286,1,0,4,0
WPA_38404,1,0,2,0
WPA_38418,1,0,1,0
WPA_38653,1,0,6,0
WPA_38666,1,1,0,0
WPA_13065,1,0,4,0
WPA_13092,1,0,4,0
WPA_13097,1,0,5,0
WPA_13173,1,0,4,0
WPA_13191,1,0,3,0
WPA_13193,1,0,6,0
WPA_13384,1,0,4,0
WPA_13398,1,0,5,0
WPA_12370,1,0,6,0
WPA_12416,1,1,0,0
WPA_12473,1,0,4,0
WPA_12517,1,0,0,0
WPA_12757,1,0,4,0
WPA_12900,1,0,5,0
WPA_12902,1,0,3,0
WPA_13056,1,0,5,0
WPA_40270,1,0,3,0
WPA_40283,1,0,5,0
WPA_40290,1,0,1,0
WPA_40314,1,0,4,0
WPA_40367,1,0,3,0
WPA_40379,1,0,5,0
WPA_40433,1,0,0,0
WPA_40435,1,0,0,0
WPA_40006,1,0,1,0
WPA_40068,1,0,0,0
WPA_40077,1,0,3,0
WPA_40103,1,0,3,0
WPA_40166,1,0,6,0
WPA_40171,1,0,5,0
WPA_40238,1,0,0,0
WPA_40268,1,0,5,0
WPA_39476,1,0,5,0
WPA_39484,1,0,6,0
WPA_39509,1,0,5,0
WPA_39565,1,0,2,0
WPA_39626,1,0,2,0
WPA_39641,1,0,6,0
WPA_39848,1,0,4,0
WPA_39849,1,0,3,0
WPA_38981,1,0,4,0
WPA_39018,1,0,3,0
WPA_39118,1,0,6,0
WPA_39144,1,0,4,0
WPA_39291,1,0,3,0
WPA_39306,1,0,4,0
WPA_39365,1,0,2,0
WPA_39416,1,0,2,0
WPA_41336,1,0,1,0
WPA_41451,1,0,4,0
WPA_41478,1,0,2,0
WPA_41504,1,0,3,0
WPA_41507,1,0,3,0
WPA_41553,1,0,2,0
WPA_41589,1,0,1,0
WPA_41593,1,0,5,0
WPA_41042,1,0,4,0
WPA_41138,1,0,2,0
WPA_41181,1,0,3,0
WPA_41233,1,0,4,0
WPA_41246,1,0,2,0
WPA_41287,1,0,0,0
WPA_41294,1,0,5,0
WPA_41310,1,0,4,0
WPA_40696,1,0,3,0
WPA_40741,1,0,4,0
WPA_40774,1,0,2,0
WPA_40838,1,0,4,0
WPA_40904,1,0,6,0
WPA_40923,1,0,2,0
WPA_40983,1,0,4,0
WPA_41029,1,0,3,0
WPA_40453,1,0,1,0
WPA_40520,1,0,4,0
WPA_40585,1,0,4,0
WPA_40602,1,0,5,0
WPA_40669,1,0,2,0
WPA_40670,1,0,1,0
WPA_40679,1,0,3,0
WPA_40687,1,0,6,0
WPA_42556,1,0,4,0
WPA_42618,1,0,5,0
WPA_42639,1,0,4,0
WPA_42781,1,0,4,0
WPA_42806,1,0,2,0
WPA_42921,1,0,1,0
WPA_42936,1,0,1,0
WPA_42990,1,0,4,0
WPA_42161,1,0,4,0
WPA_42222,1,0,4,0
WPA_42328,1,0,2,0
WPA_42371,1,0,2,0
WPA_42447,1,0,5,0
WPA_42486,1,0,5,0
WPA_42508,1,0,2,0
WPA_42534,1,0,5,0
WPA_41874,1,0,3,0
WPA_41889,1,0,2,0
WPA_41996,1,0,3,0
WPA_42066,1,0,1,0
WPA_42084,1,0,4,0
WPA_42112,1,0,2,0
WPA_42126,1,0,6,0
WPA_42147,1,0,1,0
WPA_41625,1,0,6,0
WPA_41627,1,0,6,0
WPA_41651,1,0,5,0
WPA_41713,1,0,4,0
WPA_41749,1,0,3,0
WPA_41780,1,0,3,0
WPA_41792,1,0,4,0
WPA_41839,1,0,5,0
WPA_44146,1,0,6,0
WPA_44214,1,0,3,0
WPA_44236,1,0,3,0
WPA_44364,1,0,3,0
WPA_44368,1,0,4,0
WPA_44397,1,0,3,0
WPA_44409,1,0,5,0
WPA_44442,1,0,5,0
WPA_43803,1,0,1,0
WPA_43829,1,0,2,0
WPA_43992,1,0,2,0
WPA_44015,1,0,0,0
WPA_44069,1,0,4,0
WPA_44088,1,0,2,0
WPA_44089,1,1,0,0
WPA_44127,1,0,5,0
WPA_43475,1,0,4,0
WPA_43662,1,0,3,0
WPA_43667,1,0,6,0
WPA_43682,1,0,5,0
WPA_43695,1,0,3,0
WPA_43727,1,0,3,0
WPA_43775,1,0,2,0
WPA_43779,1,0,4,0
WPA_43011,1,0,4,0
WPA_43042,1,0,4,0
WPA_43045,1,0,0,0
WPA_43049,1,0,2,0
WPA_43215,1,0,1,0
WPA_43278,1,0,0,0
WPA_43319,1,0,3,0
WPA_43473,1,0,4,0
WPA_45567,1,0,5,0
WPA_45617,1,0,4,0
WPA_45701,1,0,6,0
WPA_45786,1,0,2,0
WPA_45815,1,0,2,0
WPA_45824,1,0,0,0
WPA_45860,1,0,5,0
WPA_45867,1,0,5,0
WPA_45082,1,0,3,0
WPA_45109,1,0,4,0
WPA_45170,1,0,6,0
WPA_45180,1,0,4,0
WPA_45242,1,0,5,0
WPA_45266,1,0,3,0
WPA_45346,1,1,0,0
WPA_45382,1,0,4,0
WPA_44738,1,0,1,0
WPA_44799,1,0,5,0
WPA_44809,1,0,5,0
WPA_44827,1,0,6,0
WPA_44879,1,0,4,0
WPA_44882,1,0,4,0
WPA_44891,1,0,4,0
WPA_44967,1,0,5,0
WPA_44446,1,0,4,0
WPA_44471,1,0,0,0
WPA_44566,1,0,4,0
WPA_44621,1,0,3,0
WPA_44637,1,0,6,0
WPA_44662,1,0,5,0
WPA_44666,1,0,6,0
WPA_44690,1,0,1,0
WPA_10670,1,0,6,0
WPA_10695,1,0,6,0
WPA_10719,1,0,3,0
WPA_10734,1,0,1,0
WPA_10739,1,0,6,0
WPA_10754,1,0,6,0
WPA_10778,1,0,4,0
WPA_10798,1,0,3,0
WPA_46793,1,0,1,0
WPA_46887,1,0,3,0
WPA_46899,1,0,5,0
WPA_46913,1,0,4,0
WPA_10509,1,0,6,0
WPA_10527,1,0,3,0
WPA_10603,1,0,6,0
WPA_10655,1,0,2,0
WPA_46428,1,0,5,0
WPA_46429,1,0,2,0
WPA_46568,1,0,3,0
WPA_46580,1,0,2,0
WPA_46666,1,0,3,0
WPA_46717,1,0,2,0
WPA_46725,1,0,3,0
WPA_46749,1,0,1,0
WPA_45936,1,0,3,0
WPA_45999,1,0,4,0
WPA_46001,1,0,3,0
WPA_46016,1,0,6,0
WPA_46157,1,0,5,0
WPA_46169,1,0,3,0
WPA_46173,1,0,5,0
WPA_46207,1,0,0,0
WPA_47342,1,0,4,0
WPA_47487,1,0,3,0
WPA_47545,1,0,3,0
WPA_47715,1,0,4,0
WPA_47791,1,0,5,0
WPA_47800,1,0,4,0
WPA_47806,1,0,3,0
WPA_47836,1,0,2,0
WPA_11511,1,0,3,0
WPA_11536,1,0,3,0
WPA_11538,1,0,4,0
WPA_11568,1,0,6,0
WPA_47009,1,0,0,0
WPA_47068,1,0,2,0
WPA_47228,1,0,4,0
WPA_47328,1,0,5,0
WPA_11116,1,0,3,0
WPA_11184,1,0,4,0
WPA_11201,1,0,3,0
WPA_11219,1,0,3,0
WPA_11299,1,0,5,0
WPA_11326,1,0,4,0
WPA_11333,1,0,3,0
WPA_11444,1,0,3,0
WPA_10809,1,0,6,0
WPA_10813,1,0,4,0
WPA_10858,1,0,6,0
WPA_10886,1,0,6,0
WPA_10934,1,0,1,0
WPA_10966,1,0,1,0
WPA_11082,1,0,6,0
WPA_11087,1,0,3,0
WPA_49316,1,0,6,0
WPA_49321,1,0,2,0
WPA_49374,1,0,3,0
WPA_49392,1,0,5,0
WPA_49412,1,0,3,0
WPA_49421,1,0,3,0
WPA_49431,1,0,2,0
WPA_49498,1,0,1,0
WPA_48762,1,0,6,0
WPA_48835,1,0,5,0
WPA_48861,1,0,6,0
WPA_49017,1,0,2,0
WPA_49191,1,0,2,0
WPA_49222,1,0,3,0
WPA_49234,1,0,5,0
WPA_49273,1,0,5,0
WPA_48312,1,0,3,0
WPA_48329,1,0,1,0
WPA_48562,1,0,6,0
WPA_48584,1,0,4,0
WPA_48587,1,0,0,0
WPA_48624,1,0,5,0
WPA_48642,1,0,1,0
WPA_48748,1,0,4,0
WPA_47940,1,0,4,0
WPA_47975,1,0,0,0
WPA_48041,1,0,5,0
WPA_48072,1,0,4,0
WPA_48085,1,0,3,0
WPA_48102,1,0,5,0
WPA_48108,1,0,3,0
WPA_48308,1,0,5,0
WPA_50327,1,0,4,0
WPA_50403,1,0,5,0
WPA_50435,1,0,5,0
WPA_50490,1,0,4,0
WPA_50574,1,0,3,0
WPA_50578,1,0,5,0
WPA_50613,1,0,1,0
WPA_50616,1,0,2,0
WPA_50038,1,0,5,0
WPA_50163,1,0,4,0
WPA_50187,1,0,3,0
WPA_50229,1,0,5,0
WPA_50262,1,0,4,0
WPA_50301,1,0,4,0
WPA_50318,1,0,4,0
WPA_50323,1,0,4,0
WPA_49811,1,0,4,0
WPA_49851,1,0,6,0
WPA_49856,1,0,6,0
WPA_49918,1,0,0,0
WPA_49955,1,0,4,0
WPA_50001,1,0,2,0
WPA_50028,1,0,2,0
WPA_50034,1,0,3,0
WPA_49547,1,0,2,0
WPA_49596,1,0,3,0
WPA_49601,1,0,3,0
WPA_49671,1,0,5,0
WPA_49672,1,0,3,0
WPA_49768,1,0,1,0
WPA_49785,1,0,3,0
WPA_49793,1,0,2,0
WPA_51782,1,0,3,0
WPA_51791,1,0,5,0
WPA_51825,1,0,2,0
WPA_51866,1,0,5,0
WPA_51949,1,1,0,0
WPA_51965,1,0,5,0
WPA_51976,1,0,5,0
WPA_52310,1,0,6,0
WPA_51392,1,0,3,0
WPA_51562,1,0,1,0
WPA_51596,1,0,1,0
WPA_51627,1,0,2,0
WPA_51631,1,0,4,0
WPA_51685,1,0,5,0
WPA_51739,1,0,5,0
WPA_51742,1,0,4,0
WPA_51013,1,0,3,0
WPA_51166,1,0,3,0
WPA_51239,1,0,2,0
WPA_51269,1,0,5,0
WPA_51285,1,0,3,0
WPA_51335,1,0,5,0
WPA_51343,1,0,2,0
WPA_51373,1,0,3,0
WPA_50625,1,0,5,0
WPA_50639,1,0,4,0
WPA_50693,1,0,1,0
WPA_50894,1,0,1,0
WPA_50906,1,0,4,0
WPA_50953,1,0,4,0
WPA_50998,1,0,6,0
WPA_51007,1,0,0,0
WPA_53364,1,0,5,0
WPA_53368,1,0,6,0
WPA_53383,1,0,3,0
WPA_53385,1,0,2,0
WPA_53422,1,0,3,0
WPA_53447,1,0,3,0
WPA_53456,1,0,2,0
WPA_53471,1,0,5,0
WPA_53050,1,0,4,0
WPA_53088,1,0,2,0
WPA_53098,1,0,3,0
WPA_53205,1,0,3,0
WPA_53226,1,0,5,0
WPA_53266,1,0,3,0
WPA_53304,1,0,0,0
WPA_53361,1,0,2,0
WPA_52568,1,0,3,0
WPA_52590,1,0,5,0
WPA_52813,1,0,6,0
WPA_52868,1,0,4,0
WPA_52919,1,0,3,0
WPA_52924,1,0,2,0
WPA_53017,1,0,5,0
WPA_53041,1,0,2,0
WPA_52340,1,0,4,0
WPA_52342,1,0,5,0
WPA_52357,1,0,0,0
WPA_52473,1,0,5,0
WPA_52478,1,0,3,0
WPA_52533,1,0,4,0
WPA_52555,1,0,5,0
WPA_52567,1,0,6,0
WPA_54603,1,0,4,0
WPA_54652,1,0,4,0
WPA_54737,1,0,3,0
WPA_54759,1,0,2,0
WPA_54778,1,0,5,0
WPA_54784,1,0,3,0
WPA_54935,1,0,3,0
WPA_54940,1,0,5,0
WPA_54183,1,0,6,0
WPA_54307,1,0,2,0
WPA_54339,1,0,2,0
WPA_54398,1,0,3,0
WPA_54402,1,0,4,0
WPA_54463,1,0,4,0
WPA_54548,1,0,5,0
WPA_54577,1,0,4,0
WPA_53962,1,0,4,0
WPA_54013,1,0,1,0
WPA_54069,1,0,6,0
WPA_54082,1,0,2,0
WPA_54130,1,0,2,0
WPA_54150,1,0,3,0
WPA_54151,1,0,3,0
WPA_54156,1,0,4,0
WPA_53518,1,0,6,0
WPA_53522,1,0,1,0
WPA_53531,1,0,3,0
WPA_53571,1,0,1,0
WPA_53720,1,0,4,0
WPA_53781,1,0,3,0
WPA_53827,1,0,0,0
WPA_53889,1,0,3,0
WPA_56248,1,0,0,0
WPA_56255,1,0,6,0
WPA_56272,1,0,4,0
WPA_56321,1,0,5,0
WPA_56367,1,0,2,0
WPA_56373,1,0,6,0
WPA_56450,1,0,6,0
WPA_56498,1,0,6,0
WPA_55941,1,0,0,0
WPA_56055,1,0,5,0
WPA_56067,1,0,4,0
WPA_56098,1,0,5,0
WPA_56103,1,0,4,0
WPA_56134,1,0,5,0
WPA_56179,1,0,5,0
WPA_56242,1,0,5,0
WPA_55186,1,0,4,0
WPA_55193,1,0,5,0
WPA_55398,1,0,0,0
WPA_55440,1,0,2,0
WPA_55632,1,0,6,0
WPA_55770,1,0,2,0
WPA_55775,1,0,4,0
WPA_55815,1,0,5,0
WPA_54947,1,0,2,0
WPA_54953,1,0,6,0
WPA_54999,1,0,5,0
WPA_55000,1,0,6,0
WPA_55046,1,0,6,0
WPA_55162,1,0,0,0
WPA_55168,1,0,6,0
WPA_55175,1,0,5,0
WPA_57656,1,0,3,0
WPA_57713,1,0,4,0
WPA_57727,1,0,2,0
WPA_57775,1,0,6,0
WPA_57820,1,0,6,0
WPA_57850,1,0,3,0
WPA_57882,1,0,4,0
WPA_57915,1,0,2,0
WPA_57344,1,0,1,0
WPA_57389,1,0,2,0
WPA_57432,1,0,4,0
WPA_57434,1,0,5,0
WPA_57440,1,0,5,0
WPA_57554,1,0,6,0
WPA_57589,1,0,5,0
WPA_57606,1,0,6,0
WPA_56886,1,0,4,0
WPA_56898,1,0,6,0
WPA_56954,1,0,3,0
WPA_56988,1,0,1,0
WPA_57069,1,0,4,0
WPA_57149,1,1,0,0
WPA_57266,1,0,4,0
WPA_57296,1,0,5,0
WPA_56568,1,0,4,0
WPA_56586,1,0,6,0
WPA_56607,1,0,5,0
WPA_56668,1,0,0,0
WPA_56712,1,0,5,0
WPA_56791,1,0,3,0
WPA_56809,1,0,2,0
WPA_56810,1,0,4,0
WPA_9730,1,0,6,0
WPA_9737,1,0,5,0
WPA_9757,1,0,6,0
WPA_9849,1,0,5,0
WPA_9866,1,0,5,0
WPA_9876,1,0,5,0
WPA_9896,1,0,3,0
WPA_9918,1,0,6,0
WPA_58765,1,0,1,0
WPA_58804,1,0,5,0
WPA_58838,1,0,2,0
WPA_9563,1,0,6,0
WPA_9606,1,0,6,0
WPA_9670,1,0,6,0
WPA_9693,1,0,1,0
WPA_9726,1,0,4,0
WPA_58334,1,0,4,0
WPA_58344,1,0,2,0
WPA_58524,1,0,5,0
WPA_58529,1,0,2,0
WPA_58552,1,0,3,0
WPA_58578,1,0,2,0
WPA_58581,1,0,4,0
WPA_58586,1,0,5,0
WPA_57992,1,0,4,0
WPA_58000,1,0,6,0
WPA_58012,1,0,2,0
WPA_58062,1,0,4,0
WPA_58070,1,0,6,0
WPA_58078,1,0,4,0
WPA_58178,1,0,5,0
WPA_58186,1,0,4,0
WPA_59432,1,0,2,0
WPA_59491,1,0,4,0
WPA_59550,1,0,5,0
WPA_59797,1,0,6,0
WPA_59879,1,0,6,0
WPA_59896,1,0,3,0
WPA_59984,1,0,5,0
WPA_60066,1,0,6,0
WPA_58850,1,0,3,0
WPA_58950,1,0,5,0
WPA_59066,1,0,1,0
WPA_59190,1,0,4,0
WPA_59267,1,0,2,0
WPA_59313,1,0,1,0
WPA_59317,1,0,4,0
WPA_59360,1,0,6,0
WPA_10292,1,0,6,0
WPA_10305,1,0,3,0
WPA_10311,1,0,4,0
WPA_10315,1,0,1,0
WPA_10354,1,0,6,0
WPA_10424,1,0,6,0
WPA_10436,1,0,1,0
WPA_10494,1,0,3,0
WPA_9960,1,0,3,0
WPA_10001,1,0,3,0
WPA_10013,1,0,1,0
WPA_10063,1,0,3,0
WPA_10073,1,0,2,0
WPA_10245,1,0,3,0
WPA_10260,1,0,5,0
WPA_10264,1,0,2,0
WPA_61628,1,1,0,0
WPA_61679,1,0,4,0
WPA_61754,1,0,5,0
WPA_61820,1,0,6,0
WPA_61852,1,0,5,0
WPA_61864,1,0,4,0
WPA_61938,1,0,1,0
WPA_62022,1,0,4,0
WPA_60999,1,0,3,0
WPA_61125,1,0,4,0
WPA_61215,1,0,4,0
WPA_61242,1,0,0,0
WPA_61456,1,0,1,0
WPA_61463,1,0,3,0
WPA_61531,1,0,3,0
WPA_61582,1,0,1,0
WPA_60432,1,0,4,0
WPA_60566,1,0,5,0
WPA_60578,1,0,3,0
WPA_60586,1,0,3,0
WPA_60650,1,0,2,0
WPA_60761,1,0,2,0
WPA_60819,1,0,4,0
WPA_60932,1,0,4,0
WPA_60186,1,0,5,0
WPA_60195,1,0,4,0
WPA_60210,1,0,4,0
WPA_60254,1,0,6,0
WPA_60280,1,0,0,0
WPA_60293,1,0,6,0
WPA_60312,1,0,2,0
WPA_60425,1,0,2,0
WPA_63138,1,0,4,0
WPA_63146,1,0,1,0
WPA_63150,1,0,4,0
WPA_63193,1,0,1,0
WPA_63295,1,0,3,0
WPA_63304,1,0,4,0
WPA_63462,1,0,3,0
WPA_63510,1,0,4,0
WPA_62823,1,0,4,0
WPA_62891,1,0,4,0
WPA_62900,1,0,1,0
WPA_62914,1,0,5,0
WPA_63014,1,0,6,0
WPA_63066,1,0,3,0
WPA_63114,1,0,6,0
WPA_63126,1,0,4,0
WPA_62424,1,0,5,0
WPA_62514,1,0,2,0
WPA_62531,1,0,4,0
WPA_62538,1,0,2,0
WPA_62570,1,0,1,0
WPA_62671,1,0,4,0
WPA_62681,1,0,5,0
WPA_62755,1,0,3,0
WPA_62033,1,0,3,0
WPA_62059,1,0,5,0
WPA_62165,1,0,3,0
WPA_62177,1,0,4,0
WPA_62217,1,0,5,0
WPA_62287,1,0,3,0
WPA_62376,1,0,3,0
WPA_62404,1,0,6,0
WPA_64776,1,0,4,0
WPA_64806,1,0,6,0
WPA_64872,1,0,6,0
WPA_64919,1,0,2,0
WPA_65037,1,0,2,0
WPA_65045,1,0,3,0
WPA_65070,1,0,4,0
WPA_65079,1,0,5,0
WPA_64344,1,0,3,0
WPA_64347,1,0,6,0
WPA_64450,1,0,1,0
WPA_64492,1,0,1,0
WPA_64635,1,0,3,0
WPA_64751,1,0,4,0
WPA_64759,1,0,2,0
WPA_64767,1,0,3,0
WPA_64077,1,0,5,0
WPA_64094,1,0,6,0
WPA_64097,1,0,0,0
WPA_64105,1,0,5,0
WPA_64128,1,0,5,0
WPA_64142,1,0,4,0
WPA_64230,1,0,2,0
WPA_64287,1,0,4,0
WPA_63536,1,0,4,0
WPA_63709,1,0,1,0
WPA_63726,1,0,4,0
WPA_63774,1,0,2,0
WPA_63829,1,0,6,0
WPA_63900,1,0,4,0
WPA_63994,1,0,4,0
WPA_64059,1,0,6,0
WPA_66316,1,0,2,0
WPA_66344,1,0,3,0
WPA_66458,1,0,1,0
WPA_66464,1,0,5,0
WPA_66676,1,0,3,0
WPA_66713,1,0,4,0
WPA_66798,1,0,5,0
WPA_66800,1,0,5,0
WPA_65902,1,0,5,0
WPA_65917,1,0,3,0
WPA_65941,1,0,5,0
WPA_65977,1,0,2,0
WPA_65985,1,1,0,0
WPA_66159,1,0,6,0
WPA_66180,1,0,2,0
WPA_66184,1,0,3,0
WPA_65479,1,0,6,0
WPA_65536,1,0,6,0
WPA_65540,1,0,2,0
WPA_65602,1,0,1,0
WPA_65700,1,0,3,0
WPA_65727,1,0,5,0
WPA_65850,1,0,1,0
WPA_65886,1,0,2,0
WPA_65124,1,0,3,0
WPA_65215,1,0,3,0
WPA_65261,1,0,5,0
WPA_65300,1,0,3,0
WPA_65330,1,0,3,0
WPA_65341,1,0,6,0
WPA_65450,1,0,4,0
WPA_65463,1,0,4,0
WPA_9055,1,0,6,0
WPA_9056,1,0,1,0
WPA_9064,1,0,3,0
WPA_9096,1,0,1,0
WPA_9145,1,0,4,0
WPA_9150,1,0,6,0
WPA_9190,1,0,3,0
WPA_9204,1,0,6,0
WPA_67919,1,0,3,0
WPA_8879,1,0,2,0
WPA_8928,1,0,2,0
WPA_8941,1,0,6,0
WPA_8966,1,0,0,0
WPA_8983,1,0,5,0
WPA_8986,1,0,5,0
WPA_9048,1,0,4,0
WPA_67543,1,0,5,0
WPA_67547,1,0,1,0
WPA_67580,1,0,1,0
WPA_67650,1,0,4,0
WPA_67697,1,0,5,0
WPA_67760,1,0,1,0
WPA_67820,1,0,2,0
WPA_67864,1,0,3,0
WPA_66813,1,0,4,0
WPA_66949,1,0,4,0
WPA_67076,1,0,5,0
WPA_67092,1,0,1,0
WPA_67219,1,0,2,0
WPA_67267,1,0,6,0
WPA_67349,1,0,5,0
WPA_67439,1,0,1,0
WPA_68451,1,0,2,0
WPA_68463,1,0,3,0
WPA_68493,1,0,2,0
WPA_68509,1,0,4,0
WPA_68557,1,0,5,0
WPA_68653,1,0,4,0
WPA_68718,1,0,4,0
WPA_68722,1,0,6,0
WPA_9537,1,0,6,0
WPA_67991,1,0,2,0
WPA_68104,1,0,2,0
WPA_68180,1,0,6,0
WPA_68181,1,0,4,0
WPA_68397,1,0,6,0
WPA_68401,1,0,4,0
WPA_68438,1,0,5,0
WPA_9434,1,0,6,0
WPA_9436,1,0,1,0
WPA_9447,1,0,6,0
WPA_9448,1,0,6,0
WPA_9452,1,0,4,0
WPA_9515,1,0,6,0
WPA_9531,1,0,6,0
WPA_9535,1,0,3,0
WPA_9211,1,0,4,0
WPA_9295,1,0,6,0
WPA_9351,1,0,5,0
WPA_9358,1,0,4,0
WPA_9368,1,0,6,0
WPA_9381,1,0,5,0
WPA_9397,1,0,3,0
WPA_9421,1,0,6,0
WPA_70023,1,0,5,0
WPA_70230,1,0,5,0
WPA_70249,1,0,6,0
WPA_70303,1,0,0,0
WPA_70354,1,0,2,0
WPA_70378,1,0,2,0
WPA_70382,1,0,6,0
WPA_70466,1,0,0,0
WPA_69535,1,0,3,0
WPA_69675,1,0,4,0
WPA_69747,1,0,5,0
WPA_69816,1,0,4,0
WPA_69870,1,0,6,0
WPA_69943,1,0,3,0
WPA_69963,1,0,2,0
WPA_69973,1,0,5,0
WPA_69080,1,0,6,0
WPA_69093,1,0,5,0
WPA_69212,1,0,4,0
WPA_69270,1,0,2,0
WPA_69276,1,0,6,0
WPA_69352,1,0,5,0
WPA_69446,1,0,5,0
WPA_69527,1,0,3,0
WPA_68727,1,0,6,0
WPA_68779,1,0,3,0
WPA_68852,1,0,3,0
WPA_68894,1,0,4,0
WPA_69003,1,0,4,0
WPA_69021,1,0,5,0
WPA_69037,1,0,3,0
WPA_69049,1,0,6,0
WPA_72258,1,0,6,0
WPA_72296,1,0,5,0
WPA_72297,1,0,6,0
WPA_72304,1,0,5,0
WPA_72320,1,0,5,0
WPA_72434,1,0,5,0
WPA_72454,1,0,3,0
WPA_72477,1,0,6,0
WPA_71705,1,0,4,0
WPA_71776,1,0,1,0
WPA_71837,1,0,5,0
WPA_71861,1,0,6,0
WPA_72107,1,0,5,0
WPA_72114,1,0,2,0
WPA_72120,1,0,4,0
WPA_72129,1,0,5,0
WPA_70998,1,0,2,0
WPA_71074,1,0,2,0
WPA_71149,1,0,1,0
WPA_71320,1,0,2,0
WPA_71421,1,0,5,0
WPA_71490,1,0,6,0
WPA_71636,1,0,6,0
WPA_71657,1,0,6,0
WPA_70587,1,0,6,0
WPA_70613,1,0,5,0
WPA_70650,1,0,3,0
WPA_70742,1,0,4,0
WPA_70761,1,0,3,0
WPA_70764,1,0,3,0
WPA_70895,1,0,2,0
WPA_70986,1,0,6,0
WPA_73547,1,0,5,0
WPA_73620,1,0,6,0
WPA_73629,1,0,6,0
WPA_73992,1,0,5,0
WPA_74068,1,0,2,0
WPA_74088,1,0,2,0
WPA_74112,1,0,4,0
WPA_74114,1,0,3,0
WPA_73397,1,0,4,0
WPA_73441,1,0,3,0
WPA_73453,1,0,6,0
WPA_73484,1,0,3,0
WPA_73491,1,0,5,0
WPA_73502,1,0,6,0
WPA_73504,1,0,4,0
WPA_73544,1,0,3,0
WPA_73065,1,0,5,0
WPA_73081,1,0,1,0
WPA_73092,1,0,3,0
WPA_73147,1,0,4,0
WPA_73185,1,0,6,0
WPA_73198,1,0,0,0
WPA_73231,1,0,3,0
WPA_73322,1,0,6,0
WPA_72533,1,0,5,0
WPA_72558,1,0,5,0
WPA_72603,1,0,1,0
WPA_72871,1,0,6,0
WPA_72875,1,0,5,0
WPA_72898,1,0,3,0
WPA_72940,1,0,1,0
WPA_72959,1,0,2,0
WPA_7868,1,0,6,0
WPA_7886,1,0,4,0
WPA_7946,1,0,3,0
WPA_7977,1,0,2,0
WPA_7997,1,0,3,0
WPA_8015,1,0,3,0
WPA_8099,1,0,6,0
WPA_8102,1,0,2,0
WPA_75171,1,0,5,0
WPA_75209,1,0,3,0
WPA_75240,1,0,4,0
WPA_75473,1,0,2,0
WPA_75474,1,0,6,0
WPA_7801,1,0,6,0
